category	text																										
Homophobic	paiyan avanye mariyadhe kuduthu pesuran ..Iva edho don Mari panitiruka																										
Non-anti-LGBT+ content	Malini na ungala contact pannalama																										
Non-anti-LGBT+ content	Epo  varum																										
Non-anti-LGBT+ content	Romba nal kalichu unmiyana anba pathuden super bro.i subscribed																										
Transphobic	Thambi nee  ponna paiyana...																										
Non-anti-LGBT+ content	@shinchan shinchan  nee periya pudunkiyaatam pesaa tha da iteam																										
Non-anti-LGBT+ content	The best movie ever seen																										
Non-anti-LGBT+ content	Vallthukal nalla eru nee super eruka  nalla paysura																										
Non-anti-LGBT+ content	Dai kotha ipdila pannathingada ithula ove da dai kotha unnoda number kedasa thethada sunni epdila prank panthada sunni																										
Non-anti-LGBT+ content	Unga Insta id kadaikuma																										
Non-anti-LGBT+ content	Aalu punda..sootha mudra..ava adha pathi pesave varla... Kena punda																										
Non-anti-LGBT+ content	Grate da thambi avangalukaga intha video pannathuku, oru silar panra thappala yella thirunangaigalaum thappave ninaikira mathiri aaiduthu, avangalla nallavangalum naraya peru eruckanga, romba kesta paduranga pa,, yenaku kuda avanga vazhkai marura mari avangaluku la yethavathu perusa pannanum nu romba nala ninichitu yosichitu tha erucka,, but ippa yennoda economic problem la yethuvum panna mudila,, kandipa na konjam mela vantha,, kandipa kai vida patta 4 thirunangai kozhanthaingalayavathu nalla padika vachi periya aala vara vaikabum nu ninaichitu  erucka pa,,																										
Non-anti-LGBT+ content	Unga speech ketta po manasu Rempa kashdama Erukku																										
Non-anti-LGBT+ content	Mendal thaaili poda angitu																										
Homophobic	Pannura thaapa neyapaduthatha																										
Non-anti-LGBT+ content	Homosex entra word thaan ivangalukku problem application la sex entra word ah kandaale oru maathiri paakkura ulaham sis ithu you don’t worry be happy 🥰																										
Non-anti-LGBT+ content	but ur attitudes...																										
Non-anti-LGBT+ content	Nadu enga da pothuuuu																										
Non-anti-LGBT+ content	Vilundhu vilundhu sirichu dhan prank pathu iruken.. Emotional ah irundha prank idudan																										
Non-anti-LGBT+ content	Nalla thalaya thalaya atringa sana																										
Non-anti-LGBT+ content	Unga kotha appana vachu verithanam pannalama bro																										
Non-anti-LGBT+ content	Yacoob Mohamed agree																										
Non-anti-LGBT+ content	sowmiya kirukki me too																										
Non-anti-LGBT+ content	starting la ellam break panra mari intha video eruka poguthu nu solitu TITLE la first letter eh TRANSGENDER THAN																										
Non-anti-LGBT+ content	Thoooo ithuaam oru polapaa																										
Non-anti-LGBT+ content	Ishvar Mahendiran olunga padi avaru sola varathu purium																										
Non-anti-LGBT+ content	@Tata Bolt C  puriyalaiye																										
Non-anti-LGBT+ content	@Intellectual Indian  correct ah culture, science & history ah padichutu pesanum thambi..  Arakoraiya padichutu olara kudathu... LGBTQ elame America la irundhu varala.. Athu kaalam kaalama irundhutu dha iruku.. Ungaluku athu theriyala.. avlodha..  & also it's not against nature.. Go and surf it..																										
Non-anti-LGBT+ content	Bro Nenga panna videos LA rommba pidiku but avanga Pavo bro part 2 vara varaku solra nenga avangala amathathenga Kastama iruku 😑😑😑																										
Non-anti-LGBT+ content	@Balaji Manoharan  thuuuuuuuuuuuu																										
Non-anti-LGBT+ content	Kadavul irukan kumaru																										
Non-anti-LGBT+ content	Neenga panrathu nallathuthan bro bt p2 3 4 nu poidathinga avangaloda manasa romba kasta paduthidum... bro..																										
Non-anti-LGBT+ content	mothala ethu kalacharan sollunga																										
Non-anti-LGBT+ content	Itha pesa kuda oru guts venum u brave girl 👍🏻👍🏻but irunthalum 😡😡😡																										
Non-anti-LGBT+ content	Rompa kastama eruku sema age .. frd 😭😭😭😭																										
Non-anti-LGBT+ content	Bala kumar Bala kumar nan already padichitenga padika vendiyathu Ninga than... nan Nalla padichana illayanu enaku theriyum Mudinja Ninga Parunga...																										
Non-anti-LGBT+ content	Palani la Ivanga romba adikam																										
Non-anti-LGBT+ content	Love you akka																										
Non-anti-LGBT+ content	@Kadhayalla Nijam  poda thevidiya																										
Non-anti-LGBT+ content	Part 2 eppo bro plzz solluga																										
Non-anti-LGBT+ content	Iva(lu)nuga attuliyam thanga mudiyala. Police auction eadutha intha kaluthaikal stress  illama poidum. Ana auction eadukka mattanga. Athunala than intha naikalukku thairiyam. Eanna polappu																										
Non-anti-LGBT+ content	Why 1k dislike..?😭																										
Transphobic	Naama asingaththukku payandhu odhungi poradha ivalunga saadhagamaki than ipdi panralunga.ewanavadhu 4 appu appinaanna mooditu powalunga..roadla ivalungala pathale bayama irukku																										
Non-anti-LGBT+ content	Seekirama ellarum purinchipnga																										
Homophobic	ADI arivu ketta mundamea payan ponoda saerathu matum than nature ithu asinga pidicha 1ru seyal																										
Non-anti-LGBT+ content	Enakku oru santhegam 🤔🤔																										
Non-anti-LGBT+ content	malini akka always right 💕💕💕																										
Non-anti-LGBT+ content	Idhunga Mari Sila perala Ella thirunangaikalukum ketta Peru																										
Non-anti-LGBT+ content	@Priya Priya  Neenga girl ah...?																										
Non-anti-LGBT+ content	Sowmya sootha mooditu pooviya																										
Non-anti-LGBT+ content	Super sir naangalam eena piravi than sir enna pantrathu engalota thalai vithi but unga family la ipadi oru eena piravi porakkama pathuko da etcha naaaya																										
Non-anti-LGBT+ content	Hi ninga Chennai ya																										
Non-anti-LGBT+ content	Pls one time love solludunga																										
Non-anti-LGBT+ content	na num anupi irukkan aatha message la irukku alla paru																										
Non-anti-LGBT+ content	Bro sathiyama neenga vera level bro																										
Non-anti-LGBT+ content	@A விஜய்  bro illa sis																										
Non-anti-LGBT+ content	I Love  Akka																										
Non-anti-LGBT+ content	Super prank ovvoruthanga pandrangapaaru pranku  scriptvechu naaiga																										
Non-anti-LGBT+ content	@Ayy Ar  yes dear, evlo try seitum no sent kudukkamatddutu.bol chit fucked.atan tencana aiducci.OK no problem, na ditala kettu itukku  eppadi cod no pottu anupparatunu visarikkiren.cool down my boy.love you chellam.																										
Non-anti-LGBT+ content	Ithu prank illa ennaiya aaluhavaikkum short flim😭😭😭😭😭😭😭😭																										
Non-anti-LGBT+ content	Part 2 eppo boss																										
Transphobic	Intha 9 pundaitta 	 Kavalthurai kaasu vaangittu	 Kantukkama vitrum 	 Athan avanga rajiyam nadakkuthu	 Kavalthurai vedekkai paarkuthu...?	 Kavalugku theva kaasu thuttu Mani Mani......?																					
Non-anti-LGBT+ content	Eyarkai unarvagaluku mathipalika vandum																										
Non-anti-LGBT+ content	Nanum antha mathiri oruthar than enakkum nalla partner venum lifelong avangakuda na santhosama irukkanum																										
Non-anti-LGBT+ content	Bro Vera level anda akka super carector																										
Non-anti-LGBT+ content	@Mohamed Thaarish  @evilangel_avatarkutti insta ID.  msg me...																										
Non-anti-LGBT+ content	Shiva Ranjan ‘Homophobia’vum, Hate speech’um, ‘rascism’um, Oru video la ‘transgender’ nu mention pannrathum onnaa? ; Satthiyama mudiyalayya yov.																										
Homophobic	ithu pombalaya aambalaya mental mari pesuthu komba																										
Non-anti-LGBT+ content	anna neenga valum kadavul super i love you anna																										
Homophobic	NAALIKU  IVANGA  KOLAI  PANNURATHAIUM  SARINU  PESU  VANNGA.....																										
Non-anti-LGBT+ content	Romba nalla panninga bro, enga support TMP army ku undu bcoz naanum unga TMP army la irukan; Indha transgender prank video romba																										
Non-anti-LGBT+ content	Antha Akka manasukku ku hit the like 💖💖💓																										
Non-anti-LGBT+ content	Gay nale thappanavangadhan nenaika kudadhu ella gender layum thappu pandravanga pannitu dhan irukanga indha madhiri videos nala indha gender thappa project pandringa i m transman																										
Non-anti-LGBT+ content	@vimal lal  Dei... Echa naaye.. Poda mooditu punda																										
Non-anti-LGBT+ content	Ur watsapp number																										
Non-anti-LGBT+ content	@sowmya narayan  sethuduva																										
Non-anti-LGBT+ content	Malini Akka love u Akka...	 Proud of u Akka 	 Namma feelings huh arumaiya velipaduthi irukinga Akka ..... Hugssss																								
Non-anti-LGBT+ content	Rise our voice 😎																										
Non-anti-LGBT+ content	Unga profile picture t-shirt la irukku! Type panradhu tanglish! Neenga Kalaacharathuku madhippu kudukreenga pola! Neenga culture ah kaapathura aal na poi kaapathunga! Aduthavangala idhu sei ipdi sei nu solradhuku neengalum naanum yaaru? Kadavula??																										
Non-anti-LGBT+ content	thappu akka nenga pesunathu																										
Non-anti-LGBT+ content	Athula avanukku theriyathu bro Namma la santhosa patothurenu sollitto Ave sambarippa bro																										
Non-anti-LGBT+ content	Entha survey nu kekakama, athoda credibility enanu kekakama nikiram paru loosu kumutai																										
Non-anti-LGBT+ content	@Srini vasan  congratulations akka																										
Homophobic	Stanley Thomas aiyo andha punitha uravuku poranthathu ena azha pesuthu paru... una ninaichi niye kevala padanum apadi ninaikalana unalam manizha jenmathula serka kudathu.... 	 ama nan avangaluku support  panren than avanga nu illa urimaikaga poradra elarukum support pannuven... manitha unarvai mathipen una mari pesamaten																									
Non-anti-LGBT+ content	Anna nega vera level blacksheep ku aprm nega thaa																										
Non-anti-LGBT+ content	Maarana fun pana poringain nanaikuran tharikavirom																										
Non-anti-LGBT+ content	Super pro 👌👌👌🙏																										
Non-anti-LGBT+ content	Anthaa man as u than kadavul super akka supar																										
Non-anti-LGBT+ content	Itha prank nu solrathavita transgender kana awarness video nu title vechurukala bro ithu romba sensitive video at last antha akka enna nenachurupanga prank nu sonna																										
Homophobic	Mam man.. girl girl.. na man girl edhukku da.. 	 Man man kitta enna irukkum? Girl girl kitta enna ma irukku? Sathiyama yen ma lusu mari paesuraa																									
Non-anti-LGBT+ content	Kadaicy varai ulachu sapidamateenga ungala sila per																										
Non-anti-LGBT+ content	She is using saami on him,... Vera level akka...																										
Non-anti-LGBT+ content	Hi sister yanagu ungala rompa pidekkum on the best sister																										
Non-anti-LGBT+ content	Women + men = straight 	 Men + men = gay 	 Women + women = lesbian																								
Non-anti-LGBT+ content	Super sir Grade movie continue sir																										
Non-anti-LGBT+ content	We support LGBT																										
Non-anti-LGBT+ content	Bro unga video ellamey Vera level super bro different concept																										
Non-anti-LGBT+ content	Antha manasu iruke athan sir kadavul																										
